 Total Nb of available Diagnostics: ndiagt=   351
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
   259 |SIhsnow |  1 |       |SM      M1|m               |SEAICE effective snow thickness
   260 |SIhsnoPT|  1 |       |SM      M1|m               |SIhsnow preceeeding thermodynamic growth/melt
   261 |SIhsalt |  1 |       |SM      M1|g/m^2           |SEAICE effective salinity
   262 |SIenpa  |  1 |       |SM      M1|W/m^2           |SEAICE power input by surface wind stresses
   263 |SIenpw  |  1 |       |SM      M1|W/m^2           |SEAICE work done by ocean drag
   264 |SIenph  |  1 |       |SM      M1|W/m^2           |SEAICE power due to change in inertia
   265 |SIenpg  |  1 |       |SM      M1|W/m^2           |SEAICE work generated by gravity
   266 |SIenpi  |  1 |       |SM      M1|W/m^2           |SEAICE work done by internal stress
   267 |SIenpot |  1 |       |SM      M1|W/m^2           |SEAICE work done to change potential energy
   268 |SIpRfric|  1 |       |SM      M1|W/m^2           |SEAICE dissipation in ridging by internal stresses
   269 |SIpSfric|  1 |       |SM      M1|W/m^2           |SEAICE dissipation in shearing by internal stresses
   270 |SItr01  |  1 |   254 |SM  C   M1|s               |age tracer (associated with AREA)
   271 |SItr01PT|  1 |   256 |SM  C   M1|s               |SItr01 preceeeding thermodynamic growth/melt
   272 |SItr02  |  1 |   257 |SM  C   M1|(kg/kg)         |one tracer (associated with HEFF)
   273 |SItr02PT|  1 |   258 |SM  C   M1|(kg/kg)         |SItr02 preceeeding thermodynamic growth/melt
   274 |SItices |  1 |   254 |SM  C   M1|K               |Surface Temperature over Sea-Ice (area weighted)
   275 |SIuice  |  1 |   276 |UU      M1|m/s             |SEAICE zonal ice velocity, >0 from West to East
   276 |SIvice  |  1 |   275 |VV      M1|m/s             |SEAICE merid. ice velocity, >0 from South to North
   277 |SItaux  |  1 |   278 |UU      U1|N/m^2           |SEAICE zonal surface wind stress, >0 increases uIce
   278 |SItauy  |  1 |   277 |VV      U1|N/m^2           |SEAICE merid surface wind stress, >0 increases vIce
   279 |SIatmTx |  1 |   280 |UU      U1|N/m^2           |Zonal surface wind stress over Ocean+SeaIce
   280 |SIatmTy |  1 |   279 |VV      U1|N/m^2           |Merid surface wind stress over Ocean+SeaIce
   281 |FORCEX0 |  1 |   280 |UU      U1|N/m^2           |SeaIce Wind forcing in X momentum equation
   282 |FORCEY0 |  1 |   281 |VV      U1|N/m^2           |SeaIce Wind forcing in Y momentum equation
   283 |TILTx   |  1 |   282 |UU      U1|N/m^2           |SeaIce tilt in X momentum equation
   284 |TILTy   |  1 |   283 |VV      U1|N/m^2           |SeaIce tilt in Y momentum equation
   285 |SIqnet  |  1 |       |SM      U1|W/m^2           |Ocean surface heatflux, turb+rad, >0 decreases theta
   286 |SIqsw   |  1 |       |SM      U1|W/m^2           |Ocean surface shortwave radiat., >0 decreases theta
   287 |SIatmQnt|  1 |       |SM      U1|W/m^2           |Net atmospheric heat flux, >0 decreases theta
   288 |SItflux |  1 |       |SM      U1|W/m^2           |Same as TFLUX but incl seaice (>0 incr T decr H)
   289 |SIaaflux|  1 |       |SM      U1|W/m^2           |conservative ocn<->seaice adv. heat flux adjust.
   290 |SIhl    |  1 |       |SM      U1|W/m^2           |Latent heat flux into ocean, >0 increases theta
   291 |SIqneto |  1 |       |SM      U1|W/m^2           |Open Ocean Part of SIqnet, turb+rad, >0 decr theta
   292 |SIqneti |  1 |       |SM      U1|W/m^2           |Ice Covered Part of SIqnet, turb+rad, >0 decr theta
   293 |SIempmr |  1 |       |SM      U1|kg/m^2/s        |Ocean surface freshwater flux, > 0 increases salt
   294 |SIatmFW |  1 |       |SM      U1|kg/m^2/s        |Net freshwater flux from atmosphere & land (+=down)
   295 |SIsnPrcp|  1 |       |SM      U1|kg/m^2/s        |Snow precip. (+=dw) over Sea-Ice (area weighted)
   296 |SIfwSubl|  1 |       |SM      U1|kg/m^2/s        |Potential sublimation freshwater flux, >0 decr. ice
   297 |SIacSubl|  1 |       |SM      U1|kg/m^2/s        |Actual sublimation freshwater flux, >0 decr. ice
   298 |SIrsSubl|  1 |       |SM      U1|kg/m^2/s        |Residual subl. freshwater flux, >0 taken from ocn
   299 |SIactLHF|  1 |       |SM      U1|W/m^2           |Actual latent heat flux over ice
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
   300 |SImaxLHF|  1 |       |SM      U1|W/m^2           |Maximum latent heat flux over ice
   301 |SItr02Fx|  1 |       |SM      M1|kg/m^2/s        |SItr02 flux out of ice pack (that may enter ocean)
   302 |SIaQbOCN|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by ocean ice flux
   303 |SIaQbATC|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by atm flux over ice
   304 |SIaQbATO|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by open ocn atm flux
   305 |SIdHbOCN|  1 |       |SM      M1|m/s             |HEFF rate of change by ocean ice flux
   306 |SIdSbATC|  1 |       |SM      M1|m/s             |HSNOW rate of change by atm flux over sea ice
   307 |SIdSbOCN|  1 |       |SM      M1|m/s             |HSNOW rate of change by ocean ice flux
   308 |SIdHbATC|  1 |       |SM      M1|m/s             |HEFF rate of change by atm flux over sea ice
   309 |SIdHbATO|  1 |       |SM      M1|m/s             |HEFF rate of change by open ocn atm flux
   310 |SIdHbFLO|  1 |       |SM      M1|m/s             |HEFF rate of change by flooding snow
   311 |SIdAbATO|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by open ocn atm flux
   312 |SIdAbATC|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by atm flux over ice
   313 |SIdAbOCN|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by ocean ice flux
   314 |SIdA    |  1 |       |SM      M1|m^2/m^2/s       |AREA rate of change (net)
   315 |ADVxHEFF|  1 |   316 |UU      M1|m.m^2/s         |Zonal      Advective Flux of eff ice thickn
   316 |ADVyHEFF|  1 |   315 |VV      M1|m.m^2/s         |Meridional Advective Flux of eff ice thickn
   317 |DFxEHEFF|  1 |   318 |UU      M1|m.m^2/s         |Zonal      Diffusive Flux of eff ice thickn
   318 |DFyEHEFF|  1 |   317 |VV      M1|m.m^2/s         |Meridional Diffusive Flux of eff ice thickn
   319 |ADVxAREA|  1 |   320 |UU      M1|m^2/m^2.m^2/s   |Zonal      Advective Flux of fract area
   320 |ADVyAREA|  1 |   319 |VV      M1|m^2/m^2.m^2/s   |Meridional Advective Flux of fract area
   321 |DFxEAREA|  1 |   322 |UU      M1|m^2/m^2.m^2/s   |Zonal      Diffusive Flux of fract area
   322 |DFyEAREA|  1 |   321 |VV      M1|m^2/m^2.m^2/s   |Meridional Diffusive Flux of fract area
   323 |ADVxSNOW|  1 |   324 |UU      M1|m.m^2/s         |Zonal      Advective Flux of eff snow thickn
   324 |ADVySNOW|  1 |   323 |VV      M1|m.m^2/s         |Meridional Advective Flux of eff snow thickn
   325 |DFxESNOW|  1 |   326 |UU      M1|m.m^2/s         |Zonal      Diffusive Flux of eff snow thickn
   326 |DFyESNOW|  1 |   325 |VV      M1|m.m^2/s         |Meridional Diffusive Flux of eff snow thickn
   327 |ADVxSSLT|  1 |   328 |UU      M1|g/kg.m^2/s      |Zonal      Advective Flux of seaice salinity
   328 |ADVySSLT|  1 |   327 |VV      M1|g/kg.m^2/s      |Meridional Advective Flux of seaice salinity
   329 |DFxESSLT|  1 |   330 |UU      M1|g/kg.m^2/s      |Zonal      Diffusive Flux of seaice salinity
   330 |DFyESSLT|  1 |   329 |VV      M1|g/kg.m^2/s      |Meridional Diffusive Flux of seaice salinity
   331 |SIuheff |  1 |   332 |UU      M1|m^2/s           |Zonal      Transport of eff ice thickn (centered)
   332 |SIvheff |  1 |   331 |VV      M1|m^2/s           |Meridional Transport of eff ice thickn (centered)
   333 |SIpress |  1 |       |SM      M1|N/m             |SEAICE strength (with upper and lower limit)
   334 |SIzeta  |  1 |       |SM      M1|kg/s            |SEAICE nonlinear bulk viscosity
   335 |SIeta   |  1 |       |SM      M1|kg/s            |SEAICE nonlinear shear viscosity
   336 |SIsig1  |  1 |       |SM      M1|no units        |SEAICE normalized principle stress, component one
   337 |SIsig2  |  1 |       |SM      M1|no units        |SEAICE normalized principle stress, component two
   338 |SIshear |  1 |       |SM      M1|1/s             |SEAICE shear deformation rate
   339 |divsigx |  1 |       |SM      M1|N/m^2           |Div Sigma for x component of momentum equation
   340 |divsigy |  1 |       |SM      M1|N/m^2           |Div Sigma for y component of momentum equation
   341 |SIuvel  |  1 |       |UU      M1|m/s             |Seaice velocity y-comp used to calculate div sigma
   342 |SIvvel  |  1 |       |VV      M1|m/s             |Seaice velocity x-comp used to calculate div sigma
   343 |SIsigm11|  1 |       |SM      M1|N/m             |SEAICE stress sigma11
   344 |SIsigm22|  1 |       |SM      M1|N/m             |SEAICE stress sigma2
   345 |SIsigm12|  1 |       |SM      M1|N/m             |SEAICE stress sigma12
   346 |SIstre11|  1 |       |SM      M1|m/s^2           |SEAICE strain rate e11
   347 |SIstre22|  1 |       |SM      M1|m/s^2           |SEAICE strain rate e22
   348 |SIstre12|  1 |       |SM      M1|m/^2            |SEAICE strain rate e12
   349 |SIdelta |  1 |       |SM      M1|1/s             |SEAICE Delta deformation rate
   350 |SItensil|  1 |       |SM      M1|N/m             |SEAICE maximal tensile strength
   351 |SIlsrRe |  1 |       |SM      M1|N/m             |SEAICE LSR residual norm
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
